rootfile,mppc_board,mppc_ch,led_run,ped_run,mppc_hv,led_hv,chi2,ndf,q1,q1_err,pxt,pxt_err
spe_result_ped477_led476_board0.root,0,14,476,477,58.0,1.16,234.6403210113836,145,10.999999999970985,0.013644908556185165,0.8999999999647595,0.007309674338172423
spe_result_ped477_led476_board1.root,1,14,476,477,58.0,1.16,229.95701556883213,137,10.918917290923712,0.1244380585185576,0.7293593614320247,0.01862826514065652
spe_result_ped477_led476_board2.root,2,14,476,477,58.0,1.16,194.70869286462965,138,9.156911312874673,0.11269707348937175,0.7285792237191112,0.02107010218245353
spe_result_ped477_led476_board3.root,3,14,476,477,58.0,1.16,233.94923015602606,159,10.999999987864994,0.05479051793266976,0.6703275497309701,0.011923372166448454
spe_result_ped482_led479_board0.root,0,15,479,482,58.0,1.16,142.45719648756122,155,11.832423774943287,0.11248417207339934,0.7006869797235513,0.01661258140595856
spe_result_ped482_led479_board1.root,1,15,479,482,58.0,1.16,167.1081143179054,159,10.86308104345148,0.11515572439012711,0.7466420857481696,0.018594364225203774
spe_result_ped482_led479_board2.root,2,15,479,482,58.0,1.16,182.20527418859731,153,9.821339991159313,0.07748122420959014,0.7606616202261393,0.017003519087689378
spe_result_ped482_led479_board3.root,3,15,479,482,58.0,1.16,233.34528064935117,167,10.822684031992493,0.08706273142769572,0.5665976558640394,0.013493693936239837
spe_result_ped482_led480_board0.root,0,15,480,482,58.0,1.165,159.4093310922881,171,11.667714679000303,0.08972945913299402,0.6784380825734967,0.015225447472920317
spe_result_ped482_led480_board1.root,1,15,480,482,58.0,1.165,187.01644296623758,162,10.743699694470559,0.10065398033898276,0.7525483154814491,0.019276643635921742
spe_result_ped482_led480_board2.root,2,15,480,482,58.0,1.165,218.34508905993079,163,9.768440233935248,0.0740879705983204,0.7027345023068036,0.01690909290511078
spe_result_ped482_led480_board3.root,3,15,480,482,58.0,1.165,332.5155894376413,175,10.865143927111998,0.08465768351655178,0.5030542659737132,0.016110648727685556
spe_result_ped482_led481_board0.root,0,15,481,482,58.0,1.155,254.24509767832538,150,12.099549943788677,1.9058644681694235,0.7149172211290004,0.012753216069151918
spe_result_ped482_led481_board1.root,1,15,481,482,58.0,1.155,261.0027599808716,150,10.984616811877428,0.12373522783185376,0.794725494949168,0.019750419714255008
spe_result_ped482_led481_board2.root,2,15,481,482,58.0,1.155,214.6872099057399,144,10.038129736355735,0.0856088527512906,0.7554301593250576,0.016117450802663358
spe_result_ped482_led481_board3.root,3,15,481,482,58.0,1.155,225.00905505407061,148,10.854968972578984,0.08300377873861109,0.5994913071666917,0.014114517750721423
spe_result_ped487_led484_board0.root,0,-1,484,487,nan,nan,246.16933839301265,121,9.434208583160531,0.10398486122963124,0.47181511494033057,0.014842712526487917
spe_result_ped487_led484_board1.root,1,-1,484,487,nan,nan,218.3208315607939,112,9.021842625926261,0.07618969622012628,0.5119064398410963,0.013519681750981782
spe_result_ped487_led484_board2.root,2,-1,484,487,nan,nan,10324.273933131766,101,10.800000000014707,0.0003330086669617316,4.049484112291814e-11,3.708823665383796e-05
spe_result_ped487_led484_board3.root,3,-1,484,487,nan,nan,24513.68278015583,100,10.800000000103418,0.00013054838957771153,1.6417531396861752e-17,1.1578825055853786e-05
spe_result_ped487_led485_board0.root,0,-1,485,487,nan,nan,7545.8125632361,124,9.58275939419137,0.10399931911453297,0.8321420026621175,0.021463781025353956
spe_result_ped487_led485_board1.root,1,-1,485,487,nan,nan,25175.17683483263,123,10.80000000446317,0.030767451412915925,0.7287060414146412,0.010810631544903582
spe_result_ped487_led485_board2.root,2,-1,485,487,nan,nan,858.5348226567388,108,10.800000000020857,0.0020449727385862815,0.13817264994914982,0.006422656683494232
spe_result_ped487_led485_board3.root,3,-1,485,487,nan,nan,14467.233443679748,109,10.800000000019818,0.00020816664663403373,5.966568303880995e-12,1.8904187070686918e-05
spe_result_ped487_led486_board0.root,0,-1,486,487,nan,nan,169.85137172196562,119,9.086418902612794,0.21572265042550232,0.5428633569202942,0.03457688356553784
spe_result_ped487_led486_board1.root,1,-1,486,487,nan,nan,154.29461927168228,116,9.000000271621808,0.04427339238576966,0.5635093086465418,0.009220309243157698
spe_result_ped487_led486_board2.root,2,-1,486,487,nan,nan,529.9003126341776,95,9.00000000623551,0.01598817397615271,0.41571029965014267,0.007834301050483744
spe_result_ped487_led486_board3.root,3,-1,486,487,nan,nan,33881.88758309861,90,10.800000000000011,0.00010398461486982313,5.549759870410176e-16,9.040530584553557e-06
spe_result_ped492_led489_board0.root,0,-1,489,492,nan,nan,3584.9960013015298,99,10.80000019488025,0.03797990583214084,0.15060591766683515,0.004777323300375863
spe_result_ped492_led489_board1.root,1,-1,489,492,nan,nan,35074.04427970601,96,10.800000000408458,0.01941267043437378,0.36912798972409916,0.00608953749223054
spe_result_ped492_led489_board2.root,2,-1,489,492,nan,nan,2653.9289892089478,87,10.80000000007349,0.0005381778516353464,5.088878854441794e-12,5.409658782123584e-05
spe_result_ped492_led489_board3.root,3,-1,489,492,nan,nan,102183.81542510887,85,10.800000001105259,2.781256437600632e-05,1.6255224290630082e-11,1.991077532521938e-06
spe_result_ped492_led490_board0.root,0,-1,490,492,nan,nan,5211.781504812576,88,10.800000401308811,0.06621819874787693,0.20653262088909718,0.005387706164650716
spe_result_ped492_led490_board1.root,1,-1,490,492,nan,nan,52067.72709676231,87,10.80000031545009,0.3012314138214798,0.44106515401722607,0.008131230097002257
spe_result_ped492_led490_board2.root,2,-1,490,492,nan,nan,2590.023831366205,77,10.800000000457045,0.0005959632264218584,6.85766681770639e-10,8.377314640421805e-05
spe_result_ped492_led490_board3.root,3,-1,490,492,nan,nan,125515.07316638828,76,10.8000000000001,2.2570650293651795e-05,1.1475537317270913e-14,1.8211889227774508e-06
spe_result_ped492_led491_board0.root,0,-1,491,492,nan,nan,2153.503071799486,104,10.800000001985428,0.011954503486382606,0.10993697638024229,0.004323703939186477
spe_result_ped492_led491_board1.root,1,-1,491,492,nan,nan,21518.736279248777,101,10.800000000002395,0.009504349923381561,0.34759370108906684,0.005998098108566552
spe_result_ped492_led491_board2.root,2,-1,491,492,nan,nan,3231.921746444001,93,10.800000000205827,0.0004398805523582183,7.595478957703358e-12,3.6478615433613494e-05
spe_result_ped492_led491_board3.root,3,-1,491,492,nan,nan,77606.2342874539,94,10.800000000014343,3.4287927841880617e-05,8.345231122352907e-12,2.2886471868818323e-06
spe_result_ped497_led494_board0.root,0,-1,494,497,nan,nan,214.6743394465575,173,11.735729775843664,0.07889654692225445,0.7185822842588709,0.014014619442235865
spe_result_ped497_led494_board1.root,1,-1,494,497,nan,nan,226.39390453140894,165,10.981376902753246,0.08880376613216079,0.752262864417853,0.01614921727313301
spe_result_ped497_led494_board2.root,2,-1,494,497,nan,nan,202.04308633855226,141,9.305050632331545,0.08247516011225908,0.7176358706587123,0.01647116940786364
spe_result_ped497_led494_board3.root,3,-1,494,497,nan,nan,230.10251214656088,134,10.36944553488871,0.07186485949461563,0.5947836173794597,0.012048399925624842
spe_result_ped497_led495_board0.root,0,-1,495,497,nan,nan,225.92958819431692,177,11.643176379997069,0.10231257578801234,0.6552348488686046,0.01718226811345369
spe_result_ped497_led495_board1.root,1,-1,495,497,nan,nan,185.1280566503424,167,10.8964382194011,0.07452522982645515,0.7428671076051484,0.016085171922277097
spe_result_ped497_led495_board2.root,2,-1,495,497,nan,nan,229.93573989769033,148,9.000000033455036,0.05518520689358297,0.7756681024741798,0.011663940956685992
spe_result_ped497_led495_board3.root,3,-1,495,497,nan,nan,169.8016070322782,145,10.188198646467871,0.12108104498209826,0.5875198845555054,0.01895439691304379
spe_result_ped497_led496_board0.root,0,-1,496,497,nan,nan,164.66988087709325,152,11.74940465863513,0.12906074355439756,0.7197161097636615,0.01892365161185905
spe_result_ped497_led496_board1.root,1,-1,496,497,nan,nan,233.44166705917627,155,11.046409706986612,0.12443368349354955,0.7865815116255244,0.01973458026158359
spe_result_ped497_led496_board2.root,2,-1,496,497,nan,nan,149.94263112815761,126,9.310350226453147,0.09618931067757508,0.7293286051132746,0.019327273090283426
spe_result_ped497_led496_board3.root,3,-1,496,497,nan,nan,120.35775778069625,127,10.308394527932874,0.14061042090387588,0.6551726368437483,0.020844787309480584
